"workstream_record_id","search_source","query_id","search_date","title","authors","year","doi_or_identifier","source_native_id","duplicate_group","screening_state","exclusion_reason","evidence_level","final_corpus_id","notes"
"A0107","OpenAlex","PHASE2-SEARCH-0008","2026-07-31","Effective Estimation of Dynamic Metabolic Fluxes Using 13C Labeling and Piecewise Affine Approximation: From Theory to Practical Applicability","Robin Schumacher; A. Wahl","2015","10.3390/metabo5040697","https://openalex.org/W2185873217","A-DUP-0090","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0108","OpenAlex","PHASE2-SEARCH-0008","2026-07-31","Feeding habits and multifunctional classification of soil‐associated consumers from protists to vertebrates","Anton Potapov; Frédéric Beaulieu; Klaus Birkhofer; Sarah L. Bluhm; Maxim I. Degtyarev; Miloslav Devetter; Anton A. Goncharov; Konstantin B. Gongalsky; Bernhard Klarner; Daniil I. Korobushkin; Dana Fabienne Liebke; Mark Maraun; Rory J. Mc Donnell; Melanie M. Pollierer; Ina Schaefer; Julia Shrubovych; I. I. Semenyuk; Alberto Sendra; Jiří Tůma; Michala Tůmová; Anna B. Vassilieva; Ting‐Wen Chen; Stefan Geisen; Olaf Schmidt; Alexei V. Tiunov; Stefan Scheu","2022","10.1111/brv.12832","https://openalex.org/W4205589336","A-DUP-0091","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0109","OpenAlex","PHASE2-SEARCH-0008","2026-07-31","Concurrent and lagged impacts of an anomalously warm year on autotrophic and heterotrophic components of soil respiration: a deconvolution analysis","Xuhui Zhou; Yiqi Luo; Chao Gao; Paul Verburg; John A. Arnone; Anthony Darrouzet‐Nardi; David Schimel","2010","10.1111/j.1469-8137.2010.03256.x","https://openalex.org/W2048138770","A-DUP-0092","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0110","OpenAlex","PHASE2-SEARCH-0008","2026-07-31","An experimentally supported model of the Bacillus subtilis global transcriptional regulatory network","Mario L. Arrieta‐Ortiz; Christoph Hafemeister; Ashley R. Bate; Timothy R. Chu; Alex Greenfield; Bentley Shuster; Samantha N. Barry; Matthew Gallitto; Brian Liu; Thadeous J. Kacmarczyk; Francis J. Santoriello; Jie Chen; Christopher D. A. Rodrigues; Tsutomu Sato; David Z. Rudner; Adam Driks; Richard Bonneau; Patrick Eichenberger","2015","10.15252/msb.20156236","https://openalex.org/W2178240050","A-DUP-0093","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0111","OpenAlex","PHASE2-SEARCH-0008","2026-07-31","Oxidative pentose phosphate pathway and glucose anaplerosis support maintenance of mitochondrial <scp>NADPH</scp> pool under mitochondrial oxidative stress","Sun Jin Moon; Wentao Dong; Gregory Stephanopoulos; Hadley D. Sikes","2020","10.1002/btm2.10184","https://openalex.org/W3081275109","A-DUP-0094","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0112","OpenAlex","PHASE2-SEARCH-0008","2026-07-31","From Escherichia coli mutant 13C labeling data to a core kinetic model: A kinetic model parameterization pipeline","Charles Foster; Saratram Gopalakrishnan; Maciek R. Antoniewicz; Costas D. Maranas","2019","10.1371/journal.pcbi.1007319","https://openalex.org/W2973177496","A-DUP-0095","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0113","OpenAlex","PHASE2-SEARCH-0008","2026-07-31","A mathematical analysis of adaptations to the metabolic fate of fructose in essential fructosuria subjects","Richard Allen; Cynthia J. Musante","2018","10.1152/ajpendo.00317.2017","https://openalex.org/W2801570766","A-DUP-0096","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0114","OpenAlex","PHASE2-SEARCH-0008","2026-07-31","Metabolomics in toxicology and preclinical research","Tzutzuy Ramı́rez","2013","10.14573/altex.2013.2.209","https://openalex.org/W2109770073","A-DUP-0097","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0115","OpenAlex","PHASE2-SEARCH-0008","2026-07-31","Quantitative Profiling of Ubiquitylated Proteins Reveals Proteasome Substrates and the Substrate Repertoire Influenced by the Rpn10 Receptor Pathway","Thibault Mayor; Johannes Graumann; Jennifer Bryan; Michael J. MacCoss; Raymond J. Deshaies","2007","10.1074/mcp.m700264-mcp200","https://openalex.org/W2162918649","A-DUP-0098","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0116","OpenAlex","PHASE2-SEARCH-0008","2026-07-31","Chytridiomycosis causes catastrophic organism-wide metabolic dysregulation including profound failure of cellular energy pathways","Laura F. Grogan; Lee F. Skerratt; Lee Berger; Scott D. Cashins; Robert D. Trengove; Joel P. A. Gummer","2018","10.1038/s41598-018-26427-z","https://openalex.org/W2806431215","A-DUP-0099","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0117","OpenAlex","PHASE2-SEARCH-0008","2026-07-31","Metabolomics: A Scoping Review of Its Role as a Tool for Disease Biomarker Discovery in Selected Non-Communicable Diseases","Adewale Victor Aderemi; Ademola Olabode Ayeleso; O. O. Oyedapo; Emmanuel Mukwevho","2021","10.3390/metabo11070418","https://openalex.org/W3175040361","A-DUP-0100","TITLE_ABSTRACT_EXCLUDED","SECONDARY_SOURCE_NOT_RETAINED_FOR_PRIMARY_METHOD_EVIDENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0118","OpenAlex","PHASE2-SEARCH-0008","2026-07-31","The evolution of biogeochemical recycling by persistence-based selection","Richard A. Boyle; Timothy M. Lenton","2022","10.1038/s43247-022-00371-3","https://openalex.org/W4214820196","A-DUP-0101","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0119","OpenAlex","PHASE2-SEARCH-0008","2026-07-31","Integration of Metabolomic and Proteomic Phenotypes","Stefanie Wienkoop; Katja Morgenthal; Florian Wolschin; Matthias Scholz; Joachim Selbig; Wolfram Weckwerth","2008","10.1074/mcp.m700273-mcp200","https://openalex.org/W2107962514","A-DUP-0102","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0120","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","A roadmap for interpreting 13C metabolite labeling patterns from cells","Joerg M. Buescher; Maciek R. Antoniewicz; László G. Boros; Shawn C. Burgess; Henri Brunengraber; Clary B. Clish; Ralph J. DeBerardinis; Olivier Féron; Christian Frezza; Bart Ghesquière; Eyal Gottlieb; Karsten Hiller; Russell G. Jones; Jurre J. Kamphorst; Richard G. Kibbey; Alec C. Kimmelman; Jason W. Locasale; Sophia Y. Lunt; Oliver D.K. Maddocks; Craig R. Malloy; Christian M. Metallo; Emmanuelle J. Meuillet; Joshua Munger; Katharina Nöh; Joshua D. Rabinowitz; Markus Ralser; Uwe Sauer; Gregory Stephanopoulos; Julie St‐Pierre; Daniel A. Tennant; Christoph Wittmann; Matthew G. Vander Heiden; Alexei Vázquez; Karen H. Vousden; Jamey D. Young; Nicola Zamboni; Sarah‐Maria Fendt","2015","10.1016/j.copbio.2015.02.003","https://openalex.org/W2137386173","A-DUP-0103","TITLE_ABSTRACT_EXCLUDED","SECONDARY_SOURCE_NOT_RETAINED_FOR_PRIMARY_METHOD_EVIDENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0121","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","A guide to 13C metabolic flux analysis for the cancer biologist","Maciek R. Antoniewicz","2018","10.1038/s12276-018-0060-y","https://openalex.org/W2796927648","A-DUP-0034","DUPLICATE","DUPLICATE_RECORD_RETURNED_BY_EARLIER_PHASE2A_QUERY","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0122","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Methods and advances in metabolic flux analysis: a mini-review","Maciek R. Antoniewicz","2015","10.1007/s10295-015-1585-x","https://openalex.org/W2091282042","A-DUP-0104","TITLE_ABSTRACT_EXCLUDED","SECONDARY_SOURCE_NOT_RETAINED_FOR_PRIMARY_METHOD_EVIDENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0123","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","High-resolution 13C metabolic flux analysis","Christopher P. Long; Maciek R. Antoniewicz","2019","10.1038/s41596-019-0204-0","https://openalex.org/W2970801850","A-DUP-0105","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0124","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Parallel labeling experiments with [1,2-13C]glucose and [U-13C]glutamine provide new insights into CHO cell metabolism","Woo Suk Ahn; Maciek R. Antoniewicz","2012","10.1016/j.ymben.2012.10.001","https://openalex.org/W1976552586","A-DUP-0106","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0125","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","A guide to metabolic flux analysis in metabolic engineering: Methods, tools and applications","Maciek R. Antoniewicz","2020","10.1016/j.ymben.2020.11.002","https://openalex.org/W3096266289","A-DUP-0107","TITLE_ABSTRACT_EXCLUDED","SECONDARY_SOURCE_NOT_RETAINED_FOR_PRIMARY_METHOD_EVIDENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0126","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Comprehensive analysis of glucose and xylose metabolism in Escherichia coli under aerobic and anaerobic conditions by 13C metabolic flux analysis","Jacqueline E. Gonzalez; Christopher P. Long; Maciek R. Antoniewicz","2016","10.1016/j.ymben.2016.11.003","https://openalex.org/W2553925349","A-DUP-0108","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0127","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Fluxomics – connecting ‘omics analysis and phenotypes","Gal Winter; Jens O. Krömer","2012","10.1111/1462-2920.12064","https://openalex.org/W1595591865","A-DUP-0109","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0128","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Mathematical optimization applications in metabolic networks","Ali R. Zomorrodi; Patrick F. Suthers; Sridhar Ranganathan; Costas D. Maranas","2012","10.1016/j.ymben.2012.09.005","https://openalex.org/W2136832197","A-DUP-0110","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0129","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Tracking the metabolic pulse of plant lipid production with isotopic labeling and flux analyses: Past, present and future","Doug K. Allen; Philip D. Bates; Henrik Tjellström","2015","10.1016/j.plipres.2015.02.002","https://openalex.org/W2020878621","A-DUP-0111","TITLE_ABSTRACT_EXCLUDED","SECONDARY_SOURCE_NOT_RETAINED_FOR_PRIMARY_METHOD_EVIDENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0130","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Flux analysis and metabolomics for systematic metabolic engineering of microorganisms","Yoshihiro Toya; Hiroshi Shimizu","2013","10.1016/j.biotechadv.2013.05.002","https://openalex.org/W2046546139","A-DUP-0112","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0131","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","13C metabolic flux analysis: optimal design of isotopic labeling experiments","Maciek R. Antoniewicz","2013","10.1016/j.copbio.2013.02.003","https://openalex.org/W1986705073","A-DUP-0069","DUPLICATE","DUPLICATE_RECORD_RETURNED_BY_EARLIER_PHASE2A_QUERY","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot. Secondary isotope-design review retained for primary-source discovery only."
"A0132","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","COMPLETE-MFA: Complementary parallel labeling experiments technique for metabolic flux analysis","Robert W. Leighty; Maciek R. Antoniewicz","2013","10.1016/j.ymben.2013.08.006","https://openalex.org/W2095203814","A-DUP-0113","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","P0008","Prospective Workstream A screening; API result-rank set preserved in raw snapshot. Abstract-level parallel-experiment method; no load-bearing claim."
"A0133","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Profiling metabolic networks to study cancer metabolism","Karsten Hiller; Christian M. Metallo","2012","10.1016/j.copbio.2012.11.001","https://openalex.org/W2045305349","A-DUP-0114","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0134","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Isotopically non-stationary metabolic flux analysis: complex yet highly informative","Wolfgang Wiechert; Katharina Nöh","2013","10.1016/j.copbio.2013.03.024","https://openalex.org/W2030933109","A-DUP-0079","DUPLICATE","DUPLICATE_RECORD_RETURNED_BY_EARLIER_PHASE2A_QUERY","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0135","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Publishing 13C metabolic flux analysis studies: A review and future perspectives","Scott B. Crown; Maciek R. Antoniewicz","2013","10.1016/j.ymben.2013.08.005","https://openalex.org/W2009378698","A-DUP-0076","DUPLICATE","DUPLICATE_RECORD_RETURNED_BY_EARLIER_PHASE2A_QUERY","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0136","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Automating the design-build-test-learn cycle towards next-generation bacterial cell factories","Nicolás Gurdo; Daniel C. Volke; Douglas McCloskey; Pablo I. Nikel","2023","10.1016/j.nbt.2023.01.002","https://openalex.org/W4318677104","A-DUP-0115","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0137","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Rational design of 13C-labeling experiments for metabolic flux analysis in mammalian cells","Scott B. Crown; Woo Suk Ahn; Maciek R. Antoniewicz","2012","10.1186/1752-0509-6-43","https://openalex.org/W2008421457","A-DUP-0004","DUPLICATE","DUPLICATE_RECORD_RETURNED_BY_EARLIER_PHASE2A_QUERY","LEVEL_3_DISCOVERY_ONLY","P0006","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0138","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Integrated 13 C-metabolic flux analysis of 14 parallel labeling experiments in Escherichia coli","Scott B. Crown; Christopher P. Long; Maciek R. Antoniewicz","2015","10.1016/j.ymben.2015.01.001","https://openalex.org/W1981299471","A-DUP-0116","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot. Direct multi-experiment isotope-analysis lead; design implications remain provisional."
"A0139","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Understanding metabolism with flux analysis: From theory to application","Ziwei Dai; Jason W. Locasale","2016","10.1016/j.ymben.2016.09.005","https://openalex.org/W2521505040","A-DUP-0117","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0140","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Parallel labeling experiments with [U-13C]glucose validate E. coli metabolic network model for 13C metabolic flux analysis","Robert W. Leighty; Maciek R. Antoniewicz","2012","10.1016/j.ymben.2012.06.003","https://openalex.org/W1968600644","A-DUP-0061","DUPLICATE","DUPLICATE_RECORD_RETURNED_BY_EARLIER_PHASE2A_QUERY","LEVEL_3_DISCOVERY_ONLY","P0033","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0141","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Parallel labeling experiments and metabolic flux analysis: Past, present and future methodologies","Scott B. Crown; Maciek R. Antoniewicz","2012","10.1016/j.ymben.2012.11.010","https://openalex.org/W2012583526","A-DUP-0118","TITLE_ABSTRACT_EXCLUDED","SECONDARY_SOURCE_NOT_RETAINED_FOR_PRIMARY_METHOD_EVIDENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0142","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Tandem mass spectrometry for measuring stable-isotope labeling","Maciek R. Antoniewicz","2012","10.1016/j.copbio.2012.10.011","https://openalex.org/W2013116502","A-DUP-0119","TITLE_ABSTRACT_INCLUDED","","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot. Measurement-method review retained for primary-source discovery only."
"A0143","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Metabolic flux analysis: a comprehensive review on sample preparation, analytical techniques, data analysis, computational modelling, and main application areas","Bruna de Falco; Francesco Giannino; Fabrizio Cartenì; Stefano Mazzoleni; Dong‐Hyun Kim","2022","10.1039/d2ra03326g","https://openalex.org/W4294934919","A-DUP-0027","DUPLICATE","DUPLICATE_RECORD_RETURNED_BY_EARLIER_PHASE2A_QUERY","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0144","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","A synthetic C2 auxotroph of Pseudomonas putida for evolutionary engineering of alternative sugar catabolic routes","Nicolas T. Wirth; Nicolás Gurdo; Nicolas Krink; Àngela Vidal‐Verdú; Stefano Donati; Lorena Fernández‐Cabezón; Tune Wulff; Pablo I. Nikel","2022","10.1016/j.ymben.2022.09.004","https://openalex.org/W4296821946","A-DUP-0120","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0145","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","13C metabolic flux analysis at a genome-scale","Saratram Gopalakrishnan; Costas D. Maranas","2015","10.1016/j.ymben.2015.08.006","https://openalex.org/W1695139953","A-DUP-0062","DUPLICATE","DUPLICATE_RECORD_RETURNED_BY_EARLIER_PHASE2A_QUERY","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0146","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","13C-metabolic flux analysis of co-cultures: A novel approach","Nikodimos A. Gebreselassie; Maciek R. Antoniewicz","2015","10.1016/j.ymben.2015.07.005","https://openalex.org/W974561090","A-DUP-0070","DUPLICATE","DUPLICATE_RECORD_RETURNED_BY_EARLIER_PHASE2A_QUERY","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0147","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Measuring Complete Isotopomer Distribution of Aspartate Using Gas Chromatography/Tandem Mass Spectrometry","Jungik Choi; Matthew T. Grossbach; Maciek R. Antoniewicz","2012","10.1021/ac300611n","https://openalex.org/W2316274763","A-DUP-0121","TITLE_ABSTRACT_EXCLUDED","UNRELATED_TO_13C_MFA_EXPERIMENTAL_DESIGN","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0148","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Optimal tracers for parallel labeling experiments and 13C metabolic flux analysis: A new precision and synergy scoring system","Scott B. Crown; Christopher P. Long; Maciek R. Antoniewicz","2016","10.1016/j.ymben.2016.06.001","https://openalex.org/W2409209783","A-DUP-0122","FULL_TEXT_INCLUDED","","LEVEL_1_LOAD_BEARING","P0037","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0149","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Parallel labeling experiments for pathway elucidation and 13C metabolic flux analysis","Maciek R. Antoniewicz","2015","10.1016/j.copbio.2015.08.014","https://openalex.org/W1781745633","A-DUP-0123","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0150","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Metabolic flux analysis of Escherichia coli knockouts: lessons from the Keio collection and future outlook","Christopher P. Long; Maciek R. Antoniewicz","2014","10.1016/j.copbio.2014.02.006","https://openalex.org/W2041956479","A-DUP-0124","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0151","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","13C metabolic flux analysis of microbial and mammalian systems is enhanced with GC-MS measurements of glycogen and RNA labeling","Christopher P. Long; Jennifer Au; Jacqueline E. Gonzalez; Maciek R. Antoniewicz","2016","10.1016/j.ymben.2016.06.007","https://openalex.org/W2462095501","A-DUP-0125","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0152","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","OpenFLUX2: 13C-MFA modeling software package adjusted for the comprehensive analysis of single and parallel labeling experiments","М.С. Шуплецов; L. I. Golubeva; Svetlana S Rubina; Dmitry A Podvyaznikov; Shintaro Iwatani; Sergey V. Mashko","2014","10.1186/s12934-014-0152-x","https://openalex.org/W2127636197","A-DUP-0020","DUPLICATE","DUPLICATE_RECORD_RETURNED_BY_EARLIER_PHASE2A_QUERY","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0153","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Evidence for transketolase-like TKTL1 flux in CHO cells based on parallel labeling experiments and 13 C-metabolic flux analysis","Woo Suk Ahn; Scott B. Crown; Maciek R. Antoniewicz","2016","10.1016/j.ymben.2016.05.005","https://openalex.org/W2345428922","A-DUP-0126","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0154","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Non‐stationary <sup>13</sup>C‐metabolic flux ratio analysis","Manuel Hörl; Julian Schnidder; Uwe Sauer; Nicola Zamboni","2013","10.1002/bit.25004","https://openalex.org/W2169137285","A-DUP-0127","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0155","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Gas Chromatography-Quadrupole Time-of-Flight Mass Spectrometry-Based Determination of Isotopologue and Tandem Mass Isotopomer Fractions of Primary Metabolites for <sup>13</sup>C-Metabolic Flux Analysis","Teresa Mairinger; Matthias G. Steiger; Justyna Nocon; Diethard Mattanovich; Gunda Koellensperger; Stephan Hann","2015","10.1021/acs.analchem.5b03173","https://openalex.org/W2205620230","A-DUP-0128","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0156","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","Stable isotope-assisted metabolomics to detect metabolic flux changes in mammalian cell cultures","Daniel Mueller; Elmar Heinzle","2012","10.1016/j.copbio.2012.10.015","https://openalex.org/W2073425430","A-DUP-0129","TITLE_ABSTRACT_EXCLUDED","NO_GENERALISABLE_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot."
"A0157","OpenAlex forward citations","PHASE2-SEARCH-0009","2026-07-31","IsoDesign: A software for optimizing the design of <sup>13</sup>C‐metabolic flux analysis experiments","Pierre Millard; Sergueï Sokol; Fabien Létisse; Jean‐Charles Portais","2013","10.1002/bit.24997","https://openalex.org/W2096303998","A-DUP-0003","DUPLICATE","DUPLICATE_RECORD_RETURNED_BY_EARLIER_PHASE2A_QUERY","LEVEL_3_DISCOVERY_ONLY","","Prospective Workstream A screening; API result-rank set preserved in raw snapshot. Abstract-level software/design lead; no load-bearing claim."
