"workstream_record_id","search_source","query_id","search_date","title","year","doi_or_identifier","source_native_id","citation_anchor","duplicate_group","screening_state","exclusion_reason","evidence_level","final_corpus_id","notes"
"AC0134","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Optimal tracers for parallel labeling experiments and 13 C metabolic flux analysis: A new precision and synergy scoring system","","10.1016/j.ymben.2016.06.001","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0098","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective backward-reference occurrence."
"AC0135","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Evaluation of 13 C isotopic tracers for metabolic flux analysis in mammalian cells","","10.1016/j.jbiotec.2009.07.010","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0016","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0136","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Designer labels for plant metabolism: statistical design of isotope labeling experiments for improved quantification of flux in complex plant metabolic networks","","10.1039/c2mb25253h","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0099","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0137","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Selection of tracers for 13 C-metabolic flux analysis using Elementary Metabolite Units (EMU) basis vector methodology","","10.1016/j.ymben.2011.12.005","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0044","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0138","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","An improved method for statistical analysis of metabolic flux analysis using isotopomer mapping matrices with analytical expressions","","10.1016/S0168-1656(03)00169-X","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0008","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0139","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Predicting outcomes of steady-state 13 C isotope tracing experiments with Monte Carlo sampling","","10.1186/1752-0509-6-9","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0045","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0140","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Recent advances in high-throughput 13 C-fluxomics","","10.1016/j.copbio.2016.10.010","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0100","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0141","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Parallel labeling experiments and metabolic flux analysis: Past, present and future methodologies","","10.1016/j.ymben.2012.11.010","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0101","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective backward-reference occurrence."
"AC0142","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Cutting the Gordian Knot: Identifiability of anaplerotic reactions in Corynebacterium glutamicum by means of 13 C-metabolic flux analysis","","10.1002/bit.25833","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0102","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0143","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Multi-objective experimental design for 13 C-based metabolic flux analysis","","10.1016/j.mbs.2015.08.002","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0103","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective backward-reference occurrence."
"AC0144","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","","","10.1007/978-0-387-36797-2","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0104","TITLE_ABSTRACT_EXCLUDED","REFERENCE_TITLE_UNAVAILABLE","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0145","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","jMetal: A Java framework for multi-objective optimization","","10.1016/j.advengsoft.2011.05.014","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0105","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0146","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","13CFLUX2—high-performance software suite for 13 C-metabolic flux analysis","","10.1093/bioinformatics/bts646","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0106","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0147","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Visualization of Pareto front approximations in evolutionary multiobjective optimization: A critical review and the prosection method","","10.1109/TEVC.2014.2313407","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0107","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0148","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Circos: An information aesthetic for comparative genomics","","10.1101/gr.092759.109","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0108","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0149","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Metabolic engineering of β-lactam production","","10.1016/S1096-7176(03)00003-X","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0109","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0150","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","From stationary to instationary metabolic flux analysis","","10.1007/b98921","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0110","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0151","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","KEGG for linking genomes to life and the environment","","10.1093/nar/gkm882","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0111","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0152","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Cytosolic NADPH metabolism in penicillin-G producing and non-producing chemostat cultures of Penicillium chrysogenum","","10.1016/j.ymben.2006.08.004","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0112","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0153","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","The RAVEN toolbox and its use for generating a genome-scale metabolic model for Penicillium chrysogenum","","10.1371/journal.pcbi.1002980","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0113","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0154","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Numerical methods for optimal control problems in design of robust optimal experiments for nonlinear dynamic processes","","10.1080/10556780410001683078","","10.1371/journal.pcbi.1006533","A-CLOSE-DUP-0114","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0155","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Parallel labeling experiments with [1,2-(13)C]glucose and [U-(13)C]glutamine provide new insights into CHO cell metabolism","","10.1016/j.ymben.2012.10.001","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0115","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective backward-reference occurrence."
"AC0156","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","13C metabolic flux analysis: optimal design of isotopic labeling experiments","","10.1016/j.copbio.2013.02.003","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0096","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0157","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Tandem mass spectrometry for measuring stable-isotope labeling","","10.1016/j.copbio.2012.10.011","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0116","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0158","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Methods and advances in metabolic flux analysis: a mini-review","","10.1007/s10295-015-1585-x","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0117","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0159","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Parallel labeling experiments for pathway elucidation and 13C metabolic flux analysis","","10.1016/j.copbio.2015.08.014","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0118","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective backward-reference occurrence."
"AC0160","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Determination of confidence intervals of metabolic fluxes estimated from stable isotope measurements","","10.1016/j.ymben.2006.01.004","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0003","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0161","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Elementary metabolite units (EMU): a novel framework for modeling isotopic distributions","","10.1016/j.ymben.2006.09.001","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0005","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0162","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Measuring deuterium enrichment of glucose hydrogen atoms by gas chromatography/mass spectrometry","","10.1021/ac200012p","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0006","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0163","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Metabolic flux analysis in a nonstationary system: fed-batch fermentation of a high yielding strain of E. coli producing 1,3-propanediol","","10.1016/j.ymben.2007.01.003","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0007","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0164","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","An improved method for statistical analysis of metabolic flux analysis using isotopomer mapping matrices with analytical expressions","","10.1016/s0168-1656(03)00169-x","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0008","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0165","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Parallel labeling experiments validate Clostridium acetobutylicum metabolic network model for C metabolic flux analysis","","10.1016/j.ymben.2014.08.002","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0119","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective backward-reference occurrence."
"AC0166","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Tandem mass spectrometry: a novel approach for metabolic flux analysis","","10.1016/j.ymben.2010.11.006","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0010","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0167","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Measuring complete isotopomer distribution of aspartate using gas chromatography/tandem mass spectrometry","","10.1021/ac300611n","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0120","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0168","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Rational design of (1)(3)C-labeling experiments for metabolic flux analysis in mammalian cells","","10.1186/1752-0509-6-43","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0097","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0169","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Selection of tracers for 13C-metabolic flux analysis using elementary metabolite units (EMU) basis vector methodology","","10.1016/j.ymben.2011.12.005","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0044","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0170","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Parallel labeling experiments and metabolic flux analysis: Past, present and future methodologies","","10.1016/j.ymben.2012.11.010","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0101","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0171","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Publishing 13C metabolic flux analysis studies: a review and future perspectives","","10.1016/j.ymben.2013.08.005","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0121","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0172","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Integrated 13C-metabolic flux analysis of 14 parallel labeling experiments in Escherichia coli","","10.1016/j.ymben.2015.01.001","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0091","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0173","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Catabolism of Branched Chain Amino Acids Contributes Significantly to Synthesis of Odd-Chain and Even-Chain Fatty Acids in 3T3-L1 Adipocytes","","10.1371/journal.pone.0145850","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0122","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0174","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Evaluation of isotope discrimination in (13)C-based metabolic flux analysis","","10.1016/j.ab.2011.06.022","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0123","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0175","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Effect of reversible reactions on isotope label redistribution--analysis of the pentose phosphate pathway","","10.1046/j.1432-1327.1998.2520360.x","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0124","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0176","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","(13)C metabolic flux analysis shows that resistin impairs the metabolic response to insulin in L6E9 myotubes","","10.1186/s12918-014-0109-z","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0125","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0177","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Rapid metabolic analysis of Rhodococcus opacus PD630 via parallel 13C-metabolite fingerprinting","","10.1002/bit.25702","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0126","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0178","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Parallel labeling experiments with [U-13C]glucose validate E. coli metabolic network model for 13C metabolic flux analysis","","10.1016/j.ymben.2012.06.003","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0127","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective backward-reference occurrence."
"AC0179","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","COMPLETE-MFA: complementary parallel labeling experiments technique for metabolic flux analysis","","10.1016/j.ymben.2013.08.006","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0128","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective backward-reference occurrence."
"AC0180","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Metabolic flux analysis of Escherichia coli knockouts: lessons from the Keio collection and future outlook","","10.1016/j.copbio.2014.02.006","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0129","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0181","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Quantifying biomass composition by gas chromatography/mass spectrometry","","10.1021/ac502734e","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0130","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0182","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","13C metabolic flux analysis of microbial and mammalian systems is enhanced with GC-MS measurements of glycogen and RNA labeling","","10.1016/j.ymben.2016.06.007","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0131","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0183","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Characterization of physiological responses to 22 gene knockouts in Escherichia coli central carbon metabolism","","10.1016/j.ymben.2016.05.006","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0132","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0184","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Quantification of (1)(3)C enrichments and isotopomer abundances for metabolic flux analysis using 1D NMR spectroscopy","","10.1007/978-1-62703-688-7_5","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0133","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0185","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","MID Max: LC-MS/MS Method for Measuring the Precursor and Product Mass Isotopomer Distributions of Metabolic Intermediates and Cofactors for Metabolic Flux Analysis Applications","","10.1021/acs.analchem.5b03887","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0134","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0186","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Measuring the Composition and Stable-Isotope Labeling of Algal Biomass Carbohydrates via Gas Chromatography/Mass Spectrometry","","10.1021/acs.analchem.6b00779","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0135","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0187","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Evaluation of 13C isotopic tracers for metabolic flux analysis in mammalian cells","","10.1016/j.jbiotec.2009.07.010","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0016","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0188","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Sampling of intracellular metabolites for stationary and non-stationary C metabolic flux analysis in Escherichia coli","","10.1016/j.ab.2014.07.026","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0136","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0189","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Mass isotopomer analysis of nucleosides isolated from RNA and DNA using GC/MS","","10.1021/ac503305w","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0137","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0190","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Bidirectional reaction steps in metabolic networks: IV. Optimal design of isotopomer labeling experiments","","10.1002/(sici)1097-0290(1999)66:2&lt;86::aid-bit2&gt;3.0.co;2-a","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0017","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0191","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Isotopically nonstationary 13C flux analysis of Myc-induced metabolic reprogramming in B-cells","","10.1016/j.ymben.2012.07.008","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0138","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective backward-reference occurrence."
"AC0192","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Experimental design principles for isotopically instationary 13C labeling experiments","","10.1002/bit.20803","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0046","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0193","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Evolution of E. coli on [U-13C]Glucose Reveals a Negligible Isotopic Influence on Metabolism and Physiology","","10.1371/journal.pone.0151130","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0139","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0194","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Biosynthetically directed fractional 13C-labeling of proteinogenic amino acids. An efficient analytical tool to investigate intermediary metabolism","","10.1111/j.1432-1033.1995.tb20829.x","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0023","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0195","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Shewanella oneidensis MR-1 fluxome under various oxygen conditions","","10.1128/AEM.01532-06","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0140","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_EXPERIMENTAL_DESIGN_METHOD","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0196","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Optimization of 13C isotopic tracers for metabolic flux analysis in mammalian cells","","10.1016/j.ymben.2011.12.004","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0040","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0197","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Modeling and experimental design for metabolic flux analysis of lysine-producing Corynebacteria by mass spectrometry","","10.1006/mben.2000.0178","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0141","TITLE_ABSTRACT_INCLUDED","","LEVEL_2_SUPPORTING","","Prospective backward-reference occurrence."
"AC0198","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Respirometric 13C flux analysis, Part I: design, construction and validation of a novel multiple reactor system using on-line membrane inlet mass spectrometry","","10.1016/j.ymben.2006.03.001","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0026","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
"AC0199","Primary full-text reference list","PHASE2-SEARCH-0056","2026-07-31","Quantifying reductive carboxylation flux of glutamine to lipid in a brown adipocyte cell line","","10.1074/jbc.M706494200","","10.1016/j.ymben.2016.06.001","A-CLOSE-DUP-0027","DUPLICATE","DUPLICATE_RECORD_RETURNED_EARLIER_IN_CLOSURE_PASS","LEVEL_3_DISCOVERY_ONLY","","Prospective backward-reference occurrence."
