"phase2a1_record_id","query_id","search_date","search_source","title","authors","year","doi_or_identifier","source_native_id","duplicate_group","screening_state","exclusion_reason","evidence_depth","full_text_access_status","evidence_location","proposed_corpus_record","raw_snapshot","notes"
"A1DEF-0289","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Modified Randomization Tests for Nonparametric Hypotheses","Meyer Dwass","1957","10.1214/aoms/1177707045","https://openalex.org/W1973886547","A1DEF-DUP-0256","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0290","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Simple Monte Carlo Tests for Spatial Pattern","Julian Besag; Peter J. Diggle","1977","10.2307/2346974","https://openalex.org/W1500064878","A1DEF-DUP-0257","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0291","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Integration of correspondences","Gérard Debreu","1967","https://openalex.org/W1500655567","https://openalex.org/W1500655567","A1DEF-DUP-0258","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0292","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","The Efficiency of Simulation-Based Multiple Comparisons","Don Edwards; Jack J. Berry","1987","10.2307/2531545","https://openalex.org/W1999311530","A1DEF-DUP-0259","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0293","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Finite Sample Properties and Asymptotic Efficiency of Monte Carlo Tests","Karl‐Heinz Jöckel","1986","10.1214/aos/1176349860","https://openalex.org/W1967873557","A1DEF-DUP-0260","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0294","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","The Effect of Simulation Order on Level Accuracy and Power of Monte Carlo Tests","Peter Hall; D. M. Titterington","1989","10.1111/j.2517-6161.1989.tb01440.x","https://openalex.org/W166195552","A1DEF-DUP-0261","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0295","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Some Measurability Results for Extrema of Random Functions Over Random Sets","Maxwell B. Stinchcombe; Halbert White","1992","10.2307/2297861","https://openalex.org/W2003032781","A1DEF-DUP-0262","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0296","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Effect of tail weight and outliers on power and type-i error of robust permutation tests for location","Allie Keller-Mcnulty; James J. Higgins","1987","10.1080/03610918708812575","https://openalex.org/W1503120176","A1DEF-DUP-0263","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0297","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Bootstrapping Unstable First-Order Autoregressive Processes","I. V. Basawa; Atul Mallik; William P. McCormick; J Reeves; Robert L. Taylor","1991","10.1214/aos/1176348142","https://openalex.org/W1978893196","A1DEF-DUP-0264","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0298","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Bootstrap of the Mean in the Infinite Variance Case","Krishna B. Athreya","1987","10.1214/aos/1176350371","https://openalex.org/W1976241708","A1DEF-DUP-0265","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0299","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Barnard's Monte Carlo Tests: How Many Simulations?","F. H. C. Marriott","1979","10.2307/2346816","https://openalex.org/W192831050","A1DEF-DUP-0266","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0300","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Asymptotic theory for bootstrap methods in statistics","Rudolf Beran; Gilles R. Ducharme","1991","https://openalex.org/W1488205271","https://openalex.org/W1488205271","A1DEF-DUP-0267","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0301","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Problems related to confidence intervals for impulse responses of autoregressive processes","Alexander Benkwitz; Michael H. Neumann; Helmut Lütekpohl","2000","10.1080/07474930008800460","https://openalex.org/W1972091967","A1DEF-DUP-0268","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0302","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","19 Simulation estimation methods for limited dependent variable models","Vassilis A. Hajivassiliou","1993","10.1016/s0169-7161(05)80054-9","https://openalex.org/W1493849049","A1DEF-DUP-0269","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0303","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","20 Simulation estimation for panel data models with limited dependent variables","Michael P. Keane","1993","10.1016/s0169-7161(05)80055-0","https://openalex.org/W1690342249","A1DEF-DUP-0270","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0304","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","A sequential approximation to a permutation test","Robin H. Lock","1991","10.1080/03610919108812956","https://openalex.org/W1969255591","A1DEF-DUP-0271","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0305","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","21 A perspective on application of bootstrap methods in econometrics","Jinook Jeong; G. S. Maddala","1993","10.1016/s0169-7161(05)80056-2","https://openalex.org/W1481459996","A1DEF-DUP-0272","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0306","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","23 Bootstrap methods: Applications in econometrics","Hrishikesh D. Vinod","1993","10.1016/s0169-7161(05)80058-6","https://openalex.org/W1495576629","A1DEF-DUP-0273","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0307","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Exact tests in single equation autoregressive distributed lag models","Jan F. Kiviet; Jean‐Marie Dufour","1997","10.1016/s0304-4076(97)00048-1","https://openalex.org/W1965405678","A1DEF-DUP-0274","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0308","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","MMC techniques for limited dependent variables models: Implementation by the branch-and-bound algorithm","Frédéric Jouneau-Sion; Olivier Torrès","2005","10.1016/j.jeconom.2005.06.006","https://openalex.org/W1969376337","A1DEF-DUP-0275","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0309","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Simulation-Based Finite-Sample Inference in Simultaneous Equations","Lynda Khalaf; Jean‐Marie Dufour","2004","https://openalex.org/W1516599059","https://openalex.org/W1516599059","A1DEF-DUP-0276","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0310","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Computer-Aided Econometrics","","2003","10.1201/9780203911570","https://openalex.org/W614746911","A1DEF-DUP-0277","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0311","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","22 Stochastic simulations for inference in nonlinear errors-in-variables models","Roberto S. Mariano; Bryan W. Brown","1993","10.1016/s0169-7161(05)80057-4","https://openalex.org/W1547794046","A1DEF-DUP-0278","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0312","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Estimation and Confidence Regions for Parameter Sets in Econometric Models","Victor Chernozhukov; Han Hong; Elie Tamer","2007","10.1111/j.1468-0262.2007.00794.x","https://openalex.org/W2131071299","A1DEF-DUP-0279","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0313","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Modelling Nonlinear Economic Time Series","Timo Teräsvirta; Dag Tjøstheim; Clive W. J. Granger","2010","10.1093/acprof:oso/9780199587148.001.0001","https://openalex.org/W39739780","A1DEF-DUP-0280","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0314","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Dependence structure and extreme comovements in international equity and bond markets","René García; Georges Tsafack","2011","10.1016/j.jbankfin.2011.01.003","https://openalex.org/W2728863691","A1DEF-DUP-0281","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0315","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Global Envelope Tests for Spatial Processes","Mari Myllymäki; Tomáš Mrkvička; Pavel Grabarnik; Henri Seijo; Ute Hahn","2016","10.1111/rssb.12172","https://openalex.org/W1750856584","A1DEF-DUP-0282","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0316","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Evaluating Value-at-Risk Models via Quantile Regression","Wagner Piazza Gaglianone; Luiz Renato Lima; Oliver Linton; Daniel R. Smith","2010","10.1198/jbes.2010.07318","https://openalex.org/W2164961494","A1DEF-DUP-0283","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0317","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Frontiers in VaR forecasting and backtesting","María Rosa Nieto; Esther Ruiz","2016","10.1016/j.ijforecast.2015.08.003","https://openalex.org/W2267959203","A1DEF-DUP-0284","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0318","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Backtesting Value-at-Risk: A GMM Duration-Based Test","Bertrand Candelon; Gilbert Colletaz; Christophe Hurlin; Sessi Tokpavi","2010","10.1093/jjfinec/nbq025","https://openalex.org/W2238384965","A1DEF-DUP-0285","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0319","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Testing the Mantel statistic with a spatially‐constrained permutation procedure","Julie Crabot; Sylvie Clappe; Stéphane Dray; Thibault Datry","2018","10.1111/2041-210x.13141","https://openalex.org/W2905752552","A1DEF-DUP-0286","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0320","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Range-based DCC models for covariance and value-at-risk forecasting","Piotr Fiszeder; Marcin Fałdziński; Péter Molnár","2019","10.1016/j.jempfin.2019.08.004","https://openalex.org/W2969443233","A1DEF-DUP-0287","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0321","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Likelihood inference in some finite mixture models","Xiaohong Chen; Maria Ponomareva; Elie Tamer","2014","10.1016/j.jeconom.2014.04.010","https://openalex.org/W2268235924","A1DEF-DUP-0288","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0322","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Statistical Methods for Distributional Analysis","Frank Cowell; Emmanuel Flachaire","2014","10.1016/b978-0-444-59428-0.00007-2","https://openalex.org/W2218984867","A1DEF-DUP-0289","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0323","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Multivariate Tests of Mean–Variance Efficiency With Possibly Non-Gaussian Errors","Marie‐Claude Beaulieu; Jean‐Marie Dufour; Lynda Khalaf","2007","10.1198/073500106000000468","https://openalex.org/W1996821855","A1DEF-DUP-0290","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0324","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Filtering Out Expected Dividends and Expected Returns","Oleg Rytchkov","2012","10.1142/s2010139212500127","https://openalex.org/W2098114674","A1DEF-DUP-0291","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0325","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","A new set of improved Value-at-Risk backtests","Daniel Ziggel; Tobias Berens; Gregor Weiß; Dominik Wied","2014","10.1016/j.jbankfin.2014.07.005","https://openalex.org/W3123136836","A1DEF-DUP-0292","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0326","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Efficient tests of long‐run causation in trivariate VAR processes with a rolling window study of the money–income relationship","Jonathan B. Hill","2007","10.1002/jae.925","https://openalex.org/W2149114159","A1DEF-DUP-0293","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0327","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Improved multivariate portmanteau test","Esam Mahdi; A. Ian McLeod","2011","10.1111/j.1467-9892.2011.00752.x","https://openalex.org/W1908079346","A1DEF-DUP-0294","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0328","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Bonferroni-based size-correction for nonstandard testing problems","Adam McCloskey","2017","10.1016/j.jeconom.2017.05.001","https://openalex.org/W2145680131","A1DEF-DUP-0295","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0329","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Testing for a unit root in a stationary ESTAR process","Rehim Kılıç","2011","10.1080/07474938.2011.553511","https://openalex.org/W2150258130","A1DEF-DUP-0296","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0330","PHASE2A1-SEARCH-0037","2026-07-31","OpenAlex","Exact computation of max weighted score estimators","Kostas Florios; Spyros Skouras","2008","10.1016/j.jeconom.2008.05.018","https://openalex.org/W2072812988","A1DEF-DUP-0297","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0037_dufour_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
