"unique_record_id","title","authors","year","doi_or_identifier","source_occurrence_count","workstream","candidate_gap_affected","methodological_family","likely_load_bearing","current_evidence_depth","full_text_access_status","screening_priority","final_disposition","exclusion_reason","evidence_location","notes"
"P2UT-0122","Controlled sensing for hypothesis testing","Sirin Nitinawarat; George K. Atia; Venugopal V. Veeravalli","2012","10.1109/icassp.2012.6289111","1","C","GAP-01;GAP-03","active_sequential_or_controlled_testing","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0146. Query IDs=PHASE2-SEARCH-0026. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_ADJACENT; original broader-review relevance preserved."
"P2UT-0123","Robust hypothesis testing for modeling errors","Gökhan Gül; Abdelhak M. Zoubir","2013","10.1109/icassp.2013.6638718","1","C","GAP-01;GAP-03","robust_composite_testing","LOAD_BEARING","FULL_TEXT_INSPECTED","INSPECTED:open_access","PRIORITY_1","FULL_TEXT_INCLUDED","NA","Primary proceedings pp. 5514-5518: Section 2.1 equations (1)-(6) defines squared-Hellinger classes and the minimax Bayes-error problem; Sections 2.2-2.3 derive LFDs and robust rule; Section 4 concludes.","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0650. Query IDs=PHASE2-SEARCH-0068. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 closure: exact finite-sample minimax construction for a special dominated distributional-uncertainty class; no EMU design or sample-complexity converse. Corpus integration completed. Final corpus ID=P0074."
"P2UT-0124","Composite Hypothesis Testing for Cooperative Spectrum Sensing in Cognitive Radio","S. Zarrin; T. J. Lim","2009","10.1109/icc.2009.5198841","1","C","GAP-01;GAP-03","composite_testing_regime_unverified","POTENTIALLY_LOAD_BEARING","ABSTRACT_LEVEL","NOT_INSPECTED:paywalled_or_inaccessible","PRIORITY_2","FULL_TEXT_UNAVAILABLE","Exact IEEE conference paper remained unavailable after bounded publisher, author-page and recognised-repository checks; properties of the later extension are not imputed backward.","Conference abstract and proceedings metadata only, pp. 1721-1725. Separate 2010 journal extension, DOI 10.1109/TSP.2010.2045425, Section III equations (8)-(21), explicitly uses MLE consistency and asymptotic GLRT equivalence.","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0136. Query IDs=PHASE2-SEARCH-0026. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 closure: the exact record carries no verified guarantee-level conclusion."
"P2UT-0125","Controlled Sensing for Multi-Hypothesis Testing with Co-Dependent Actions","Javad Heydari; Ali Tajer","2018","10.1109/isit.2018.8437682","1","C","GAP-01;GAP-03","active_sequential_or_controlled_testing","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0140. Query IDs=PHASE2-SEARCH-0026. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_ADJACENT; original broader-review relevance preserved."
"P2UT-0126","Multi-Stage Active Sequential Hypothesis Testing with Clustered Hypotheses","George Vershinin; Asaf Cohen; Omer Gurewitz","2025","10.1109/isit63088.2025.11195532","1","C","GAP-01;GAP-03","active_sequential_or_controlled_testing","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0128. Query IDs=PHASE2-SEARCH-0026. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_ADJACENT; original broader-review relevance preserved."
"P2UT-0127","Information acquisition, controlled sensing, and active hypothesis testing","Tara Javidi","2014","10.1109/iwcit.2014.6842495","1","C","GAP-01;GAP-03","active_sequential_or_controlled_testing","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0126. Query IDs=PHASE2-SEARCH-0026. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_ADJACENT; original broader-review relevance preserved."
"P2UT-0128","Best Arm Identification in Sample-path Correlated Bandits","R Sri Prakash; Nikhil Karamchandani; Sharayu Moharir","2022","10.1109/ncc55593.2022.9806785","1","C","none","adjacent_statistical_or_decision_theory","PERIPHERAL","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_4","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0340. Query IDs=PHASE2-SEARCH-0034. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_ADJACENT; original broader-review relevance preserved."
"P2UT-0129","Fixed-Confidence Best Arm Identification with Decreasing Variance","Tamojeet Roychowdhury; Kota Srinivas Reddy; Krishna P Jagannathan; Sharayu Moharir","2025","10.1109/ncc63735.2025.10982930","1","C","GAP-01;GAP-03","active_sequential_or_controlled_testing","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0329. Query IDs=PHASE2-SEARCH-0034. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_ADJACENT; original broader-review relevance preserved."
"P2UT-0130","Robust hypothesis testing with composite distances","Gökhan Gül; Abdelhak M. Zoubir","2014","10.1109/ssp.2014.6884668","1","C","GAP-01;GAP-03","robust_composite_testing","LOAD_BEARING","ABSTRACT_LEVEL","NOT_INSPECTED:paywalled_or_inaccessible","PRIORITY_1","FULL_TEXT_UNAVAILABLE","Full text unavailable after bounded DOI, proceedings, author and recognised-repository checks; the abstract's existence claim is not theorem-level evidence.","IEEE SSP 2014 metadata and abstract only, pp. 432-435; no theorem inspected.","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0653. Query IDs=PHASE2-SEARCH-0068. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 closure: P0041 and C0656 verify the broad neighbouring method family, not this exact two-distance construction."
"P2UT-0131","Adaptive waveform design for target detection with sequential composite hypothesis testing","Shahar Bar; Joseph Tabrikian","2016","10.1109/ssp.2016.7551788","1","C","GAP-01;GAP-03","active_sequential_or_controlled_testing","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0181. Query IDs=PHASE2-SEARCH-0028. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_ADJACENT; original broader-review relevance preserved."
"P2UT-0132","Controlled Sensing for Multihypothesis Testing","Sirin Nitinawarat; George Atia; Venugopal V. Veeravalli","2013","10.1109/tac.2013.2261188","1","C","GAP-01;GAP-03","active_sequential_or_controlled_testing","SUPPORTING","FULL_TEXT_INSPECTED","INSPECTED:open_access","PRIORITY_3","FULL_TEXT_INCLUDED","NA","arXiv:1205.0858v6: Section II; Proposition 1; Theorems 1-5","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0609. Query IDs=PHASE2-SEARCH-0067. Existing corpus ID(s)=P0026. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year."
"P2UT-0133","Metabolic Flux Analysis in Isotope Labeling Experiments Using the Adjoint Approach","Mottelet S; Gaullier G; Sadaka G","2017","10.1109/tcbb.2016.2544299","1","E","none","isotope_tracer_or_measurement_design","SUPPORTING","TITLE_ABSTRACT_LEVEL","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=E-D0088. Query IDs=PHASE2-SEARCH-0070. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_SUPPORTING; original broader-review relevance preserved."
"P2UT-0134","Active Hypothesis Testing for Anomaly Detection","Kobi Cohen; Qing Zhao","2015","10.1109/tit.2014.2387857","1","C","GAP-01;GAP-03","active_sequential_or_controlled_testing","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0611. Query IDs=PHASE2-SEARCH-0067. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_ADJACENT; original broader-review relevance preserved."
"P2UT-0135","Optimal Best-Arm Identification Under Fixed Confidence With Multiple Optima","Lan V. Truong","2026","10.1109/tit.2026.3671607","1","C","GAP-01;GAP-03","active_sequential_or_controlled_testing","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0332. Query IDs=PHASE2-SEARCH-0034. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_ADJACENT; original broader-review relevance preserved."
"P2UT-0136","Robust Hypothesis Testing with &lt;inline-formula&gt; &lt;tex-math notation=""LaTeX""&gt;$\alpha $&lt;/tex-math&gt; &lt;/inline-formula&gt;-Divergence","Gökhan Gül; Abdelhak M. Zoubir","2016","10.1109/tsp.2016.2569405","1","C","GAP-01;GAP-03","robust_composite_testing","LOAD_BEARING","FULL_TEXT_INSPECTED","INSPECTED:author_manuscript","PRIORITY_1","FULL_TEXT_INCLUDED","NA","arXiv v3: Section II-A equations (1)-(7); Section II-B equations (8)-(10); Theorem III.1 and equations (15)-(20); Section III-C overlap boundary; Figure 10 and Section V nonexistence statement.","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0656. Query IDs=PHASE2-SEARCH-0068. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 closure: exact finite-sample saddle/minimax test for dominated alpha-divergence balls and exact overlap obstruction; not a sample-complexity or EMU-design converse. Corpus integration completed. Final corpus ID=P0065."
"P2UT-0137","An Algorithm for Fixed Budget Best Arm Identification with Combinatorial Exploration","Siddhartha Parupudi; Gourab Ghatak","2025","10.1109/tsp.2026.3655839;10.36227/techrxiv.173893282.28439921/v1","2","C","GAP-01;GAP-03","active_sequential_or_controlled_testing","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0334;C0348. Query IDs=PHASE2-SEARCH-0034. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_ADJACENT; original broader-review relevance preserved."
"P2UT-0138","Tests for Cycling in a Signalling Pathway","Thomas Müller; Daniel Faller; Jens Timmer; I. Swameye; Olivier Sandra; Ursula Klingmüller","2004","10.1111/j.1467-9876.2004.05148.x","1","B","GAP-01","metabolic_model_or_mechanism_analysis","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=B-AUDIT-000093. Query IDs=PHASE2-SEARCH-0101. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_SUPPORTING; original broader-review relevance preserved."
"P2UT-0139","Systems biology: Experimental design","","","10.1111/j.1742-4658.2008.06843.x","1","A","none","domain_context_or_application","PERIPHERAL","TITLE_ABSTRACT_LEVEL","NOT_ASSESSED","PRIORITY_4","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=AC0106. Query IDs=PHASE2-SEARCH-0056. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by OUT_OF_SCOPE_FOR_PHASE2A1; original broader-review relevance preserved."
"P2UT-0140","Tests for Specification Errors in Classical Linear Least-Squares Regression Analysis","James B. Ramsey","1969","10.1111/j.2517-6161.1969.tb00796.x","1","D","none","model_misspecification_context","PERIPHERAL","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_4","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=DCL0087. Query IDs=PHASE2-SEARCH-0106. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by OUT_OF_SCOPE_FOR_PHASE2A1; original broader-review relevance preserved."
"P2UT-0141","Isotopically nonstationary metabolic flux analysis of plants: recent progress and future opportunities","","2024","10.1111/nph.19734","1","A","none","domain_context_or_application","PERIPHERAL","TITLE_ABSTRACT_LEVEL","NOT_ASSESSED","PRIORITY_4","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=AC0264. Query IDs=PHASE2-SEARCH-0058. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by OUT_OF_SCOPE_FOR_PHASE2A1; original broader-review relevance preserved."
"P2UT-0142","Experimental design for biological systems","","","10.1137/100791063","1","A","none","domain_context_or_application","PERIPHERAL","TITLE_ABSTRACT_LEVEL","NOT_ASSESSED","PRIORITY_4","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=AC0108. Query IDs=PHASE2-SEARCH-0056. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by OUT_OF_SCOPE_FOR_PHASE2A1; original broader-review relevance preserved."
"P2UT-0143","On Verifying Composite Hypotheses with Nuisance Parameters in the Multivariate Case","A. V. Bernshtein","1981","10.1137/1125037","1","C","GAP-01;GAP-03","fixed_sample_composite_testing","LOAD_BEARING","METADATA_OR_LEAD_ONLY","NOT_INSPECTED:paywalled_or_inaccessible","PRIORITY_1","FULL_TEXT_UNAVAILABLE","Full text unavailable after bounded SIAM and Math-Net/original-language repository checks; bibliographic context is not used to infer the actual guarantee.","SIAM and Math-Net bibliographic records only, Theory of Probability and Its Applications 25(2), pp. 287-298; no theorem inspected.","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0483. Query IDs=PHASE2-SEARCH-0064. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 closure: no fixed-sample, uniform or converse field may be coded without manual primary-text retrieval."
"P2UT-0144","Sequential Design of Experiments for Hypothesis Testing","I. I. Tsitovich","1985","10.1137/1129109","1","C","GAP-01;GAP-03","active_sequential_or_controlled_testing","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_ADJACENT","ADJACENT_TO_BROADER_REVIEW_BUT_NOT_FULL_TEXT_PRIORITISED_FOR_NARROW_GAP01_GAP03_REPAIR","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=C0182. Query IDs=PHASE2-SEARCH-0028. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_ADJACENT; original broader-review relevance preserved."
"P2UT-0145","OpenMebius: An Open Source Software for Isotopically Nonstationary<sup>13</sup>C-Based Metabolic Flux Analysis","","2014","10.1155/2014/627014","1","A","none","scientific_software_or_workflow","SUPPORTING","TITLE_ABSTRACT_LEVEL","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=AC0258. Query IDs=PHASE2-SEARCH-0058. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_SUPPORTING; original broader-review relevance preserved."
"P2UT-0146","The Relationship Between Root Mean Square Error of Approximation and Model Misspecification in Confirmatory Factor Analysis Models","Victoria Savalei","2012","10.1177/0013164412452564","1","D","GAP-01","model_misspecification_or_diagnostics","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=DCL0041. Query IDs=PHASE2-SEARCH-0104. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_SUPPORTING; original broader-review relevance preserved."
"P2UT-0147","Some Specification Tests for the Linear Regression Model","J. Scott Long; Pravin K. Trivedi","1992","10.1177/0049124192021002003","1","D","none","model_misspecification_context","PERIPHERAL","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_4","OUT_OF_SCOPE_FOR_PHASE2A1","OUTSIDE_NARROW_GAP01_GAP03_REPAIR; NOT_EXCLUDED_FROM_BROADER_PHASE2_REVIEW","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=DCL0108. Query IDs=PHASE2-SEARCH-0106. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by OUT_OF_SCOPE_FOR_PHASE2A1; original broader-review relevance preserved."
"P2UT-0148","Statistical methods for incomplete data: Some results on model misspecification","Michael McIsaac; RJ Cook","2016","10.1177/0962280214544251","1","D","GAP-01","model_misspecification_or_diagnostics","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=DCL0048. Query IDs=PHASE2-SEARCH-0104. No stable corpus paper ID assigned at triage. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_SUPPORTING; original broader-review relevance preserved."
"P2UT-0149","FiatFlux software lead","NR","NR","10.1186/1471-2105-6-209","1","E","none","scientific_software_or_workflow","SUPPORTING","DISCOVERY_ONLY","NOT_ASSESSED","PRIORITY_3","DEFERRED_RELEVANT_SUPPORTING","DEFERRED_FROM_NARROW_GAP01_GAP03_REPAIR; ORIGINAL_BROADER_PHASE2_RELEVANCE_PRESERVED","","Prospective Phase 2A.1 paper-level triage; no new search performed. Occurrences=E-D0095. Query IDs=PHASE2-SEARCH-0074. No stable corpus paper ID assigned at triage. Existing software corpus ID(s)=S0015. Grouping used canonical DOI/identifier first. Exact normalized-title fallback required author overlap, or a missing identifier plus a long title and compatible year. Phase 2A.1 final triage: excluded from the bounded foundational repair after title/abstract/citation-context assessment; this record cannot support an absence or novelty conclusion. Phase 2A.1 scoped-repair correction (2026-07-31): automatic FALSE_POSITIVE closure superseded by DEFERRED_RELEVANT_SUPPORTING; original broader-review relevance preserved."
