"phase2a1_record_id","workstream_families","query_id","search_date","search_source","title","authors","year","doi_or_identifier","source_native_id","duplicate_group","canonical_record_id","deduplication_basis","source_ledger","source_duplicate_group","source_screening_state","screening_state","source_exclusion_reason","exclusion_reason","evidence_depth","full_text_access_status","evidence_location","final_record_id","corpus_action","source_proposed_corpus_record","raw_snapshot","notes"
"A1AC-0430","A-C","PHASE2A1-SEARCH-0065","2026-07-31","OpenAlex backward citation","Convex Analysis","R. T. Rockafellar","1970","10.1515/9781400873173","https://openalex.org/W4249667877","A1-DUP-0367","A1AC-0430","UNIQUE_OCCURRENCE","AC","A1AC-DUP-0367","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0065_guntuboyina_backward_metadata.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0431","A-C","PHASE2A1-SEARCH-0065","2026-07-31","OpenAlex backward citation","","","","https://openalex.org/W6750260431","https://openalex.org/W6750260431","A1-DUP-0368","A1AC-0431","UNIQUE_OCCURRENCE","AC","A1AC-DUP-0368","FULL_TEXT_UNAVAILABLE","FULL_TEXT_UNAVAILABLE","OPENALEX_REFERENCED_WORK_ID_NOW_RETURNS_NO_METADATA; BIBLIOGRAPHIC_IDENTITY_UNRESOLVED","OPENALEX_REFERENCED_WORK_ID_NOW_RETURNS_NO_METADATA; BIBLIOGRAPHIC_IDENTITY_UNRESOLVED","LEVEL_3_DISCOVERY_ONLY","FULL_TEXT_NOT_OBTAINED","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0065_guntuboyina_backward_seed.json",""
"A1AC-0432","A-C","PHASE2A1-SEARCH-0067","2026-07-31","Semantic Scholar","Bootstrap et bornes uniformes pour des chaînes de Markov Harris récurrentes","Gabriela Ciolek","2018","65932359461eab0f81fa09d6da38ff496e6fd70c","65932359461eab0f81fa09d6da38ff496e6fd70c","A1-DUP-0369","A1AC-0432","UNIQUE_OCCURRENCE","AC","A1AC-DUP-0369","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0067_birge_anchor_semanticscholar.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0433","A-C","PHASE2A1-SEARCH-0067","2026-07-31","Semantic Scholar","Chaînes de Markov triplets et segmentation non supervisée d'images. (Triplet Markov chains and unsupervised image segmentation)","C. Fernandes","2022","10.70675/2472c0ccza76az4a52z9fe0z8ce0512f3394","4a2b0ea3ff4089ad1d8ebbba5951b2e0878a0701","A1-DUP-0370","A1AC-0433","UNIQUE_OCCURRENCE","AC","A1AC-DUP-0370","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0067_birge_anchor_semanticscholar.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0434","A-C","PHASE2A1-SEARCH-0067","2026-07-31","Semantic Scholar","Majorations de Chernoff pour des chaînes de Markov contrÔlées","N. Maigret","1980","10.1007/bf00536185","ee3a7f98716033560948e673a92f601bd3ee2a52","A1-DUP-0371","A1AC-0434","UNIQUE_OCCURRENCE","AC","A1AC-DUP-0371","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0067_birge_anchor_semanticscholar.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0435","A-C","PHASE2A1-SEARCH-0067","2026-07-31","Semantic Scholar","Chaînes de Markov cachées à bruit généralisé","Hugo Gangloff; Katherine Morales; Yohan Petetin; Chaînes de Markov","2022","34b7a17c4e63600db0fc16e2f702073bf01adaa1","34b7a17c4e63600db0fc16e2f702073bf01adaa1","A1-DUP-0372","A1AC-0435","UNIQUE_OCCURRENCE","AC","A1AC-DUP-0372","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0067_birge_anchor_semanticscholar.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0436","A-C","PHASE2A1-SEARCH-0067","2026-07-31","Semantic Scholar","Principe d'invariance local pour les chaînes de Markov","Caroline Noquet","1997","3fd5222a14bb75681e375e4fdca50a50241ecf09","3fd5222a14bb75681e375e4fdca50a50241ecf09","A1-DUP-0373","A1AC-0436","UNIQUE_OCCURRENCE","AC","A1AC-DUP-0373","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0067_birge_anchor_semanticscholar.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0437","A-C","PHASE2A1-SEARCH-0067","2026-07-31","Semantic Scholar","On the Estimation of Entropy for Markov Chains Sur l ’ estimation de l ’ entropie des châınes de Markov","Valérie Girardin; Régnault","2011","9e48e2758b9a517bf4e262c75f1286c8918a5115","9e48e2758b9a517bf4e262c75f1286c8918a5115","A1-DUP-0374","A1AC-0437","UNIQUE_OCCURRENCE","AC","A1AC-DUP-0374","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0067_birge_anchor_semanticscholar.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0438","A-C","PHASE2A1-SEARCH-0067","2026-07-31","Semantic Scholar","Inegalites de concentration de la mesure pour des chaines de markov et des processus -melangeants","Paul-Marie Samson","1998","46657cd0f3653899ad17c7fdc50015d30596dc69","46657cd0f3653899ad17c7fdc50015d30596dc69","A1-DUP-0375","A1AC-0438","UNIQUE_OCCURRENCE","AC","A1AC-DUP-0375","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0067_birge_anchor_semanticscholar.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0439","A-C","PHASE2A1-SEARCH-0067","2026-07-31","Semantic Scholar","Chaînes de Markov Triplet","","","0f8a8ff80c9f5e2dbdeb5ffcd37e2d91d7ab7871","0f8a8ff80c9f5e2dbdeb5ffcd37e2d91d7ab7871","A1-DUP-0376","A1AC-0439","UNIQUE_OCCURRENCE","AC","A1AC-DUP-0376","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0067_birge_anchor_semanticscholar.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0440","A-C","PHASE2A1-SEARCH-0067","2026-07-31","Semantic Scholar","Chapitre 8 Châınes de Markov 8 . 1 La matrice de transition","","","66045d045695a2cfce92776c80034eca623cc384","66045d045695a2cfce92776c80034eca623cc384","A1-DUP-0377","A1AC-0440","UNIQUE_OCCURRENCE","AC","A1AC-DUP-0377","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0067_birge_anchor_semanticscholar.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0441","A-C","PHASE2A1-SEARCH-0067","2026-07-31","Semantic Scholar","Méthodes de Monte Carlo stratifiées pour la simulation des chaines de Markov","Joseph El maalouf","2016","10.70675/912cf4cez7d1cz4fd0zbbb0z19c0855251fc","4a040a03e70d89c7bc91fbb4f7be8bb4ae7f9c51","A1-DUP-0378","A1AC-0441","UNIQUE_OCCURRENCE","AC","A1AC-DUP-0378","FALSE_POSITIVE","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0067_birge_anchor_semanticscholar.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0442","A-C","PHASE2A1-SEARCH-0070","2026-07-31","OpenAlex DOI lookup","Robust Testing for Independent Non Identically Distributed Variables and Markov Chains","Lucien Birgé","1983","10.1007/978-1-4612-5503-1_9","https://openalex.org/W171842306","A1-DUP-0245","A1AC-0290","SOURCE_LEDGER_GROUP;NORMALIZED_DOI","AC","A1AC-DUP-0245","DUPLICATE","DUPLICATE","DUPLICATE_OF_A1AC-0290","DUPLICATE_OF_A1AC-0290","LEVEL_3_DISCOVERY_ONLY","NOT_APPLICABLE","","","NONE","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0070_birge_english_openalex_lookup.json","Duplicate prospective occurrence; the first occurrence carries the evidence decision."
"A1AC-0443","A-C","PHASE2A1-SEARCH-0013","2026-07-31","OpenAlex primary-source verification","Lower Bounds for the Minimax Risk Using $f$-Divergences, and Applications","Adityanand Guntuboyina","2011","10.1109/tit.2011.2110791","https://openalex.org/W2101210333","A1-DUP-0379","A1AC-0443","NORMALIZED_DOI","AC","A1AC-DUP-0379","FULL_TEXT_INCLUDED","FULL_TEXT_INCLUDED","","","LEVEL_1_LOAD_BEARING","AUTHOR_MANUSCRIPT_FULL_TEXT_INSPECTED","arxiv_1002.0042_source/ARXIVminfdiv.tex:727-800 (Theorem maha and Eq. maha.eq), 1159-1325 (Theorem ybgen), 1326-1430 (global-entropy Theorem myb.thm), 2112-2274 (packing-number lower bound)","P0059","EXISTING_CORPUS_RECORD","NEW_CORPUS_CANDIDATE","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0013_primary_verification_guntuboyina.json","Finite-sample f-divergence and packing/entropy lower bounds for finite multiple-hypothesis reductions; constructive upper tests and metabolic design optimization are outside scope."
"A1AC-0444","A-C","PHASE2A1-SEARCH-0073","2026-07-31","Numdam primary-version verification","Tests robustes pour des variables indépendantes et des chaînes de Markov","Lucien Birgé","1982","NUMDAM:ASCFM_1982__71_20_70_0","NUMDAM:ASCFM_1982__71_20_70_0","A1-DUP-0380","A1AC-0444","UNIQUE_OCCURRENCE","AC","A1AC-DUP-0380","FULL_TEXT_INCLUDED","FULL_TEXT_INCLUDED","","","LEVEL_1_LOAD_BEARING","OFFICIAL_REPOSITORY_FULL_TEXT_INSPECTED","pp. 70-71 Introduction (least-favourable/minimax context and convexity failure); pp. 72-73 §II theorem/corollary for separated Hellinger balls; pp. 74-75 §III theorem/corollary for independent non-identically distributed product laws; pp. 76-77 §IV theorem for Markov chains and §V conclusion","P0060","EXISTING_CORPUS_RECORD","NEW_CORPUS_CANDIDATE","audit/phase2a1_raw_search_results/AC/birge_1982_numdam_primary.pdf","Legally accessible French primary article linked to the otherwise unavailable 1983 English chapter C0402; gives constructive fixed-sample exponential error bounds under stated separation/mixing assumptions, not a universal minimax result for arbitrary nonconvex families."
"A1DEF-0001","D-F","PHASE2A1-SEARCH-0021","2026-07-31","Crossref","Hypothesis Testing","","2009","10.1017/cbo9780511806957.004","https://doi.org/10.1017/cbo9780511806957.004","A1-DUP-0021","A1AC-0021","SOURCE_LEDGER_GROUP;NORMALIZED_DOI","DEF","A1DEF-DUP-0001","FALSE_POSITIVE","DUPLICATE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","CROSS_WORKSTREAM_DUPLICATE_OF=A1AC-0021;MATCH_BASIS=SOURCE_LEDGER_GROUP;NORMALIZED_DOI;SOURCE_DISPOSITION=FALSE_POSITIVE","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0021_crossref.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0002","D-F","PHASE2A1-SEARCH-0021","2026-07-31","Crossref","Graphing Sample Distributions for Hypothesis Testing","","2021","10.4135/9781529630213.n2","https://doi.org/10.4135/9781529630213.n2","A1-DUP-0016","A1AC-0016","SOURCE_LEDGER_GROUP;NORMALIZED_DOI","DEF","A1DEF-DUP-0002","FALSE_POSITIVE","DUPLICATE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","CROSS_WORKSTREAM_DUPLICATE_OF=A1AC-0016;MATCH_BASIS=SOURCE_LEDGER_GROUP;NORMALIZED_DOI;SOURCE_DISPOSITION=FALSE_POSITIVE","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0021_crossref.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0003","D-F","PHASE2A1-SEARCH-0021","2026-07-31","Crossref","Bringing Game Theory to Hypothesis Testing: Establishing Finite Sample Bounds on Inference","Karl H. Schlag","2008","10.2139/ssrn.1266059","https://doi.org/10.2139/ssrn.1266059","A1-DUP-0077","A1AC-0088","SOURCE_LEDGER_GROUP;NORMALIZED_DOI","DEF","A1DEF-DUP-0003","FALSE_POSITIVE","DUPLICATE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","CROSS_WORKSTREAM_DUPLICATE_OF=A1AC-0088;MATCH_BASIS=SOURCE_LEDGER_GROUP;NORMALIZED_DOI;SOURCE_DISPOSITION=FALSE_POSITIVE","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0021_crossref.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0004","D-F","PHASE2A1-SEARCH-0021","2026-07-31","Crossref","Finite-Sample Two-Group Composite Hypothesis Testing via Machine Learning","Tianyu Zhan; Jian Kang","2022","10.1080/10618600.2021.2020128","https://doi.org/10.1080/10618600.2021.2020128","A1-DUP-0381","A1DEF-0004","SOURCE_LEDGER_GROUP","DEF","A1DEF-DUP-0004","FULL_TEXT_INCLUDED","FULL_TEXT_INCLUDED","","","LEVEL_2_SUPPORTING","AUTHOR_MANUSCRIPT_FULL_TEXT_INSPECTED","Sections 2-3.3: two-group IID composite hypotheses, simulated training grid and critical-value construction; Sections 4-5 simulations; limitation discussion pp. 610-614 of source manuscript.","P0061","EXISTING_CORPUS_RECORD","NEW_CORPUS_CANDIDATE","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0021_crossref.json","Simulation-trained test; no theorem establishing a uniform finite-sample guarantee."
"A1DEF-0005","D-F","PHASE2A1-SEARCH-0021","2026-07-31","Crossref","Sample Size Determination for Bayesian Informative Hypothesis Testing","; Qianrao Fu","","10.33540/1221","https://doi.org/10.33540/1221","A1-DUP-0018","A1AC-0018","SOURCE_LEDGER_GROUP;NORMALIZED_DOI","DEF","A1DEF-DUP-0005","FALSE_POSITIVE","DUPLICATE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","CROSS_WORKSTREAM_DUPLICATE_OF=A1AC-0018;MATCH_BASIS=SOURCE_LEDGER_GROUP;NORMALIZED_DOI;SOURCE_DISPOSITION=FALSE_POSITIVE","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0021_crossref.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0006","D-F","PHASE2A1-SEARCH-0021","2026-07-31","Crossref","Active Fixed-Sample-Size Hypothesis Testing via POMDP Value Function Lipschitz Bounds","Timothy L. Molloy; Girish N. Nair","2024","10.23919/acc60939.2024.10644574","https://doi.org/10.23919/acc60939.2024.10644574","A1-DUP-0017","A1DEF-0006","SOURCE_LEDGER_GROUP;NORMALIZED_DOI","DEF","A1DEF-DUP-0006","FULL_TEXT_UNAVAILABLE","FULL_TEXT_UNAVAILABLE","Official ANU repository preserved metadata only; primary conference full text was not legally accessible in the bounded search.","Official ANU repository preserved metadata only; primary conference full text was not legally accessible in the bounded search.","LEVEL_1_LOAD_BEARING","FULL_TEXT_UNAVAILABLE","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0021_crossref.json","Not used for a substantive or absence conclusion."
"A1DEF-0007","D-F","PHASE2A1-SEARCH-0021","2026-07-31","Crossref","Sample Size and Hypothesis Testing","","2023","10.1002/9781119800002.ch14","https://doi.org/10.1002/9781119800002.ch14","A1-DUP-0022","A1AC-0022","SOURCE_LEDGER_GROUP;NORMALIZED_DOI","DEF","A1DEF-DUP-0007","FALSE_POSITIVE","DUPLICATE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","CROSS_WORKSTREAM_DUPLICATE_OF=A1AC-0022;MATCH_BASIS=SOURCE_LEDGER_GROUP;NORMALIZED_DOI;SOURCE_DISPOSITION=FALSE_POSITIVE","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0021_crossref.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0008","D-F","PHASE2A1-SEARCH-0021","2026-07-31","Crossref","Hypothesis Testing with One Sample","","2014","10.4324/9781315797564-13","https://doi.org/10.4324/9781315797564-13","A1-DUP-0019","A1AC-0019","SOURCE_LEDGER_GROUP;NORMALIZED_DOI","DEF","A1DEF-DUP-0008","FALSE_POSITIVE","DUPLICATE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","CROSS_WORKSTREAM_DUPLICATE_OF=A1AC-0019;MATCH_BASIS=SOURCE_LEDGER_GROUP;NORMALIZED_DOI;SOURCE_DISPOSITION=FALSE_POSITIVE","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0021_crossref.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0009","D-F","PHASE2A1-SEARCH-0021","2026-07-31","Crossref","A Finite Sample Test for the Composite Hypothesis of Stable Law","Albert Paulson; Xing Zhong; Thomas R. Willemain","2016","10.2139/ssrn.2781635","https://doi.org/10.2139/ssrn.2781635","A1-DUP-0095","A1AC-0109","SOURCE_LEDGER_GROUP;NORMALIZED_DOI","DEF","A1DEF-DUP-0009","FALSE_POSITIVE","DUPLICATE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","CROSS_WORKSTREAM_DUPLICATE_OF=A1AC-0109;MATCH_BASIS=SOURCE_LEDGER_GROUP;NORMALIZED_DOI;SOURCE_DISPOSITION=FALSE_POSITIVE","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0021_crossref.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0010","D-F","PHASE2A1-SEARCH-0021","2026-07-31","Crossref","The Optimal Finite-Sample Error Probability in Asymmetric Binary Hypothesis Testing","V. Lungu; I. Kontoyiannis","2024","10.1109/isit57864.2024.10619363","https://doi.org/10.1109/isit57864.2024.10619363","A1-DUP-0382","A1DEF-0010","SOURCE_LEDGER_GROUP","DEF","A1DEF-DUP-0010","FALSE_POSITIVE","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0021_crossref.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0011","D-F","PHASE2A1-SEARCH-0021","2026-07-31","Crossref","Hypothesis Testing and Finite Sample Properties of Generalized Method of Moments Estimators: A Monte Carlo Study","Ching-Sheng Mao","1990","10.2139/ssrn.2123593","https://doi.org/10.2139/ssrn.2123593","A1-DUP-0383","A1DEF-0011","SOURCE_LEDGER_GROUP","DEF","A1DEF-DUP-0011","FALSE_POSITIVE","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0021_crossref.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0012","D-F","PHASE2A1-SEARCH-0021","2026-07-31","Crossref","Hypothesis Testing and One-Sample t Tests","","2012","10.4135/9781071878989.n12","https://doi.org/10.4135/9781071878989.n12","A1-DUP-0020","A1AC-0020","SOURCE_LEDGER_GROUP;NORMALIZED_DOI","DEF","A1DEF-DUP-0012","FALSE_POSITIVE","DUPLICATE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","CROSS_WORKSTREAM_DUPLICATE_OF=A1AC-0020;MATCH_BASIS=SOURCE_LEDGER_GROUP;NORMALIZED_DOI;SOURCE_DISPOSITION=FALSE_POSITIVE","LEVEL_3_DISCOVERY_ONLY","NOT_RETRIEVED","","","NONE","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0021_crossref.json","Discovery-only; not used in synthesis or an absence conclusion."
